,,"US dollar/
Dollar 
SAM

","Japanese Yen/
Yen na Seapáine
",Bulgarian lev/Lev na Bulgáire,"Czech Koruna/
Koruna na Seice
","Danish krone/
Coróin na Danmhairge","Estonian Kroon/
Kroon na hEastóine","Israeli Shekel/
Shekel Iosraelach","Pound Sterling/
Punt Steirling","Hungarian Forint/
Forint na hUngáire","Lithuanian Litas/
Litas na Liotuáine
","Latvian lats/
Lats na Laitvia","Polish Zloty/
Zloty na Polainne","New Romanian Leu /
Leu nua na Rómáine","Swedish Krona/
Coróin na Sualainne","Slovak Koruna/
Koruna Slovakian","Swiss Franc/
Franc na hEilvéise","Icelandic Krona/
Coróin na hÍoslainne
","Norwegian Krone/
Coróin na hIorua","Croatian Kuna/
Kuna na Cróite","Russian Rouble/
Rouble na Rúise","New Turkish Lira/
Lira nua na Tuirce","Australian dollar/
Dollar na hAstráile","Brasilian Real/
Real na Brasaíle","Canadian Dollar/
Dollar Cheanada","Chinese Yuan Renminbi/
Yuan Renminbi na Síne","Hong Kong Dollar/
Dollar Hong Kong","Indonesian Rupiah/
Rupiah na hIndinéise","Indian Rupee/
Rupee na hIndia","South Korean Won/
Won na Cóiré Theas","Mexican Peso/
Peso na Meicsiceo","Malaysian Ringgit/
Ringgit na Malaeisia","New Zealand Dollar/
Dollar na Nua-Shéalainne","Philippine Peso/
Peso na nOileán Filipíneach","Singapore Dollar/
Dollar Singeapóir","Thai Baht/
Baht na Téalainne","South African Rand/
Rand na hAfraice Theas"
,,USD,JPY,BGN,CZK,DKK,EEK,ILS,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
,17 Mar 16,1.1311,126.28,1.9558,27.044,7.4553,,4.3565,0.78218,310.05,,,4.2895,4.4776,9.2935,,1.0959,N/A,9.4768,7.5353,77.3560,3.2366,1.4828,4.1438,1.4701,7.3317,8.7744,14749.54,75.3790,1312.85,19.8183,4.5917,1.6555,52.385,1.5314,39.351,17.4138
,18 Mar 16,1.1279,125.79,1.9558,27.035,7.4542,,4.3387,0.77855,310.32,,,4.2625,4.4718,9.2773,,1.0919,N/A,9.4111,7.5305,76.0498,3.2218,1.4804,4.0794,1.4627,7.3037,8.7464,14754.09,74.7625,1306.11,19.4683,4.5716,1.6550,52.351,1.5277,39.296,17.2024
,21 Mar 16,1.1271,125.94,1.9558,27.035,7.4544,,4.3446,0.78303,310.49,,,4.2581,4.4688,9.2538,,1.0916,N/A,9.4428,7.5215,76.7226,3.2325,1.4819,4.0897,1.4703,7.3028,8.7408,14874.81,74.9933,1308.05,19.5916,4.5728,1.6645,52.296,1.5324,39.370,17.2448
,22 Mar 16,1.1212,125.13,1.9558,27.037,7.4541,,4.3194,0.78790,312.60,,,4.2612,4.4703,9.2315,,1.0887,N/A,9.4470,7.5380,76.2330,3.2260,1.4751,4.0526,1.4679,7.2791,8.6942,14772.93,74.7605,1302.05,19.5680,4.4882,1.6626,51.922,1.5260,39.164,17.1950
,23 Mar 16,1.1171,126.01,1.9558,27.038,7.4542,,4.2938,0.78985,313.79,,,4.2563,4.4655,9.2315,,1.0894,N/A,9.4863,7.5415,75.8478,3.2111,1.4780,4.0600,1.4676,7.2648,8.6628,14760.87,74.6175,1300.58,19.4942,4.4673,1.6676,51.848,1.5280,39.311,17.1475
,24 Mar 16,1.1154,125.41,1.9558,27.064,7.4546,,4.2753,0.78938,314.24,,,4.2788,4.4669,9.2688,,1.0875,N/A,9.4940,7.5358,77.7413,3.2110,1.4858,4.1316,1.4821,7.2662,8.6548,14781.84,74.5790,1302.21,19.7076,4.4956,1.6645,51.766,1.5268,39.407,17.2854
,29 Mar 16,1.1194,127.13,1.9558,27.073,7.4549,,4.2886,0.78450,314.18,,,4.2498,4.4645,9.2690,,1.0915,N/A,9.4839,7.5255,76.7345,3.2109,1.4901,4.0795,1.4741,7.2873,8.6835,14957.16,74.4743,1306.67,19.5809,4.4712,1.6597,51.869,1.5311,39.672,17.3156
,30 Mar 16,1.1324,127.37,1.9558,27.075,7.4531,,4.2899,0.78580,314.29,,,4.2538,4.4623,9.2420,,1.0913,N/A,9.4300,7.5168,76.7842,3.2140,1.4766,4.1275,1.4755,7.3366,8.7810,15004.12,75.1760,1293.67,19.5281,4.4502,1.6356,52.056,1.5311,39.894,16.9129
,31 Mar 16,1.1385,127.90,1.9558,27.051,7.4512,,4.2950,0.79155,314.12,,,4.2576,4.4718,9.2253,,1.0931,N/A,9.4145,7.5255,76.3051,3.2118,1.4807,4.1174,1.4738,7.3514,8.8282,15024.84,75.4298,1294.88,19.5903,4.4078,1.6411,52.284,1.5304,40.018,16.7866
,1 Apr 16,1.1432,128.07,1.9558,27.030,7.4503,,4.3182,0.79890,313.30,,,4.2440,4.4693,9.2413,,1.0946,N/A,9.4401,7.5105,77.5430,3.2285,1.4884,4.1296,1.4894,7.3903,8.8652,15007.54,75.8528,1315.78,19.8996,4.4382,1.6518,52.615,1.5389,40.115,16.8758
,4 Apr 16,1.1380,126.97,1.9558,27.046,7.4459,,4.3079,0.79738,312.29,,,4.2340,4.4648,9.2493,,1.0919,N/A,9.4359,7.5115,77.1535,3.1952,1.4917,4.0420,1.4832,7.3696,8.8254,14961.75,75.2275,1308.19,19.7227,4.4317,1.6605,52.562,1.5373,40.080,16.6800
,5 Apr 16,1.1367,125.81,1.9558,27.036,7.4421,,4.3230,0.80160,312.62,,,4.2448,4.4660,9.2560,,1.0892,N/A,9.4995,7.5110,78.4507,3.2165,1.5085,4.1395,1.4968,7.3595,8.8164,15035.79,75.5435,1317.17,19.9963,4.4635,1.6780,52.593,1.5430,40.103,17.0187
,6 Apr 16,1.1336,125.13,1.9558,27.029,7.4412,,4.3296,0.80808,312.33,,,4.2636,4.4685,9.2628,,1.0887,N/A,9.4760,7.5100,77.8058,3.2343,1.5029,4.2000,1.4912,7.3550,8.7927,15025.07,75.5780,1318.35,20.1485,4.4660,1.6705,52.456,1.5373,40.010,17.2805
,7 Apr 16,1.1364,123.15,1.9558,27.025,7.4417,,4.3087,0.80728,312.28,,,4.2833,4.4659,9.2575,,1.0884,N/A,9.4546,7.5105,77.3719,3.2421,1.5092,4.1617,1.4906,7.3535,8.8169,14955.02,75.7135,1318.10,20.1779,4.4705,1.6731,52.579,1.5369,40.024,17.3170
,8 Apr 16,1.1363,123.36,1.9558,27.022,7.4419,,4.3006,0.80730,312.67,,,4.2953,4.4685,9.2928,,1.0874,N/A,9.4183,7.4960,76.5414,3.2415,1.5091,4.1554,1.4861,7.3570,8.8166,14936.66,75.6770,1310.43,20.2108,4.4433,1.6757,52.469,1.5335,39.884,17.1222
,11 Apr 16,1.1390,123.28,1.9558,27.026,7.4424,,4.3075,0.80060,312.07,,,4.2793,4.4675,9.2815,,1.0877,N/A,9.3809,7.4875,76.0574,3.2240,1.5060,4.0647,1.4794,7.3709,8.8321,14956.00,75.7055,1306.55,20.1924,4.4307,1.6669,52.552,1.5341,39.956,16.7955
,12 Apr 16,1.1396,123.44,1.9558,27.030,7.4434,,4.2923,0.79840,311.38,,,4.2923,4.4708,9.2138,,1.0874,N/A,9.3515,7.4890,75.6167,3.2274,1.4882,4.0034,1.4674,7.3632,8.8371,14917.84,75.6680,1302.88,20.0248,4.4273,1.6540,52.517,1.5354,39.943,16.7396
,13 Apr 16,1.1298,123.47,1.9558,27.036,7.4429,,4.2697,0.79388,310.73,,,4.2869,4.4700,9.1760,,1.0887,N/A,9.3113,7.4660,74.2708,3.2259,1.4768,3.9690,1.4466,7.3172,8.7637,14867.17,75.2490,1298.14,19.8238,4.3852,1.6337,52.065,1.5265,39.611,16.6342
,14 Apr 16,1.1252,123.09,1.9558,27.028,7.4415,,4.2642,0.79560,311.25,,,4.2992,4.4728,9.1580,,1.0878,N/A,9.2640,7.4822,74.2429,3.2203,1.4610,3.9586,1.4434,7.2970,8.7283,14844.32,74.8648,1298.53,19.6655,4.3737,1.6395,51.982,1.5346,39.506,16.3938
,15 Apr 16,1.1284,122.91,1.9558,27.025,7.4414,,4.2675,0.79575,310.54,,,4.2967,4.4728,9.1902,,1.0919,N/A,9.3044,7.5005,75.0125,3.2212,1.4648,3.9387,1.4535,7.3072,8.7527,14862.67,75.1425,1295.12,19.7927,4.4085,1.6334,52.051,1.5330,39.584,16.4424
,18 Apr 16,1.1306,122.32,1.9558,27.022,7.4417,,4.2702,0.79780,310.33,,,4.3059,4.4749,9.1948,,1.0916,N/A,9.3325,7.5050,76.7591,3.2251,1.4685,3.9606,1.4612,7.3241,8.7688,14890.95,75.2740,1299.62,19.9043,4.4404,1.6303,52.253,1.5328,39.605,16.5061
,19 Apr 16,1.1343,124.10,1.9558,27.021,7.4423,,4.2746,0.78975,310.51,,,4.3027,4.4813,9.1773,,1.0922,N/A,9.2578,7.5005,74.4242,3.2136,1.4547,4.0408,1.4418,7.3372,8.7971,14858.20,75.4905,1277.28,19.5947,4.3700,1.6127,52.290,1.5197,39.587,16.2034
,20 Apr 16,1.1379,124.20,1.9558,27.021,7.4430,,4.2766,0.79100,309.05,,,4.2875,4.4827,9.1643,,1.0939,N/A,9.2336,7.5023,74.6465,3.2011,1.4556,4.0362,1.4421,7.3578,8.8272,14973.62,75.3270,1285.04,19.7060,4.3950,1.6231,52.626,1.5246,39.656,16.1623
,21 Apr 16,1.1355,124.50,1.9558,27.024,7.4411,,4.2705,0.78693,310.70,,,4.3085,4.4815,9.1845,,1.0989,N/A,9.2015,7.4870,73.8545,3.1962,1.4496,4.0043,1.4346,7.3525,8.8088,14903.44,75.2595,1286.36,19.6232,4.4105,1.6262,52.822,1.5252,39.743,16.0999
,22 Apr 16,1.1263,124.86,1.9558,27.046,7.4413,,4.2401,0.78335,310.10,,,4.3506,4.4753,9.1381,,1.0991,N/A,9.2443,7.4900,74.2513,3.1886,1.4570,4.0218,1.4342,7.3159,8.7368,14871.07,74.9425,1287.41,19.6823,4.3943,1.6364,52.658,1.5211,39.432,16.1846
,25 Apr 16,1.1264,124.95,1.9558,27.047,7.4418,,4.2447,0.77640,311.30,,,4.3911,4.4801,9.1570,,1.0973,N/A,9.2735,7.4818,74.6713,3.2074,1.4587,4.0168,1.4286,7.3145,8.7373,14864.34,75.0190,1291.46,19.8036,4.3982,1.6399,52.808,1.5215,39.499,16.3141
,26 Apr 16,1.1287,125.45,1.9558,27.027,7.4418,,4.2484,0.77483,312.20,,,4.3799,4.4747,9.1545,,1.1000,N/A,9.2278,7.4785,74.8948,3.1951,1.4600,3.9943,1.4276,7.3345,8.7545,14917.56,75.1373,1299.14,19.7889,4.4279,1.6417,52.864,1.5280,39.708,16.3492
,27 Apr 16,1.1303,125.79,1.9558,27.034,7.4428,,4.2542,0.77475,312.12,,,4.3918,4.4640,9.1613,,1.0998,N/A,9.2013,7.4773,73.7837,3.1908,1.4885,3.9826,1.4223,7.3411,8.7671,14915.43,75.1273,1299.53,19.6578,4.4318,1.6504,52.973,1.5251,39.707,16.3510
,28 Apr 16,1.1358,122.84,1.9558,27.045,7.4432,,4.2697,0.77838,310.70,,,4.3880,4.4723,9.1763,,1.0974,N/A,9.2460,7.4800,73.5195,3.1963,1.4906,3.9907,1.4262,7.3562,8.8111,14977.23,75.5310,1295.54,19.6713,4.4251,1.6287,53.309,1.5273,39.804,16.3328
,29 Apr 16,1.1403,122.34,1.9558,27.038,7.4440,,4.2666,0.78025,312.23,,,4.3965,4.4770,9.1689,,1.0984,N/A,9.2150,7.5110,73.2286,3.1934,1.4948,3.9738,1.4286,7.3943,8.8466,15034.86,75.6985,1301.53,19.5570,4.4546,1.6357,53.504,1.5311,39.819,16.1567
,2 May 16,1.1493,122.47,1.9558,27.048,7.4414,,4.3056,0.78248,310.84,,,4.3833,4.4815,9.1803,,1.0999,N/A,9.2330,7.5130,74.4081,3.2080,1.5025,3.9731,1.4388,7.4418,8.9170,15125.45,76.3185,1307.85,19.6826,4.4875,1.6368,54.068,1.5410,40.076,16.3027
,3 May 16,1.1569,122.53,1.9558,27.037,7.4424,,4.3376,0.79103,311.85,,,4.3844,4.4879,9.2305,,1.0977,N/A,9.3090,7.5100,76.9498,3.2718,1.5303,4.1020,1.4559,7.5013,8.9769,15276.83,76.8128,1323.75,20.1460,4.5735,1.6572,54.425,1.5574,40.422,16.7316
,4 May 16,1.1505,122.62,1.9558,27.031,7.4404,,4.3407,0.79284,312.58,,,4.3936,4.4920,9.2630,,1.0993,N/A,9.3410,7.5110,75.9560,3.2893,1.5379,4.1091,1.4670,7.4789,8.9295,15320.06,76.6110,1338.14,20.4573,4.6120,1.6669,54.352,1.5605,40.377,17.0072
,5 May 16,1.1439,122.51,1.9558,27.028,7.4401,,4.3221,0.78860,312.84,,,4.4234,4.5035,9.2575,,1.1018,N/A,9.2985,7.5150,75.0559,3.3166,1.5266,4.0282,1.4665,7.4410,8.8775,15260.95,76.0745,1333.95,20.2155,4.5819,1.6577,54.171,1.5531,40.191,17.0751
,6 May 16,1.1427,122.23,1.9558,27.021,7.4390,,4.3191,0.78850,313.68,,,4.4198,4.5005,9.2753,,1.1070,N/A,9.3513,7.5020,75.9135,3.3363,1.5501,4.0650,1.4717,7.4300,8.8678,15276.76,76.1410,1339.64,20.5185,4.5845,1.6702,53.884,1.5526,40.189,17.0959
,9 May 16,1.1395,123.39,1.9558,27.022,7.4393,,4.3089,0.78998,315.05,,,4.4142,4.4905,9.2730,,1.1053,N/A,9.3330,7.4793,75.1908,3.3446,1.5544,3.9971,1.4743,7.4207,8.8455,15135.96,75.8960,1337.36,20.4320,4.5854,1.6746,53.832,1.5572,40.059,17.2127
,10 May 16,1.1375,124.12,1.9558,27.023,7.4396,,4.3042,0.78760,314.50,,,4.4201,4.4885,9.2778,,1.1079,N/A,9.3520,7.5034,75.6404,3.3450,1.5486,3.9647,1.4744,7.4130,8.8299,15138.32,75.8435,1334.99,20.6230,4.6196,1.6884,53.126,1.5577,40.074,17.3215
,11 May 16,1.1409,124.09,1.9558,27.022,7.4409,,4.2950,0.78958,315.30,,,4.4244,4.4915,9.2920,,1.1099,N/A,9.3475,7.5218,75.0267,3.3801,1.5474,3.9517,1.4686,7.4212,8.8542,15155.05,75.9935,1332.79,20.5313,4.6035,1.6763,53.055,1.5610,40.228,17.2737
,12 May 16,1.1389,124.50,1.9558,27.023,7.4407,,4.2833,0.78888,314.91,,,4.4193,4.4998,9.2945,,1.1063,N/A,9.2320,7.5030,73.7430,3.3569,1.5541,3.9419,1.4594,7.4242,8.8378,15131.14,75.9290,1331.57,20.3883,4.5704,1.6724,53.015,1.5620,40.266,17.0732
,13 May 16,1.1348,123.56,1.9558,27.021,7.4398,,4.2824,0.78758,315.17,,,4.3929,4.4975,9.3285,,1.1024,N/A,9.2678,7.5020,74.0697,3.3639,1.5579,3.9559,1.4619,7.4001,8.8097,15112.70,75.7825,1330.91,20.4831,4.5731,1.6692,52.933,1.5552,40.206,17.2132
,16 May 16,1.1324,123.27,1.9558,27.023,7.4385,,4.3180,0.78800,315.50,,,4.3718,4.4876,9.3370,,1.1059,N/A,9.2370,7.4965,73.5759,3.3760,1.5526,3.9999,1.4634,7.3865,8.7910,15069.75,75.6940,1335.90,20.6176,4.5639,1.6657,52.652,1.5511,40.064,17.6310
,17 May 16,1.1318,123.93,1.9558,27.022,7.4386,,4.3230,0.78150,315.25,,,4.3621,4.4865,9.3513,,1.1080,N/A,9.2558,7.4928,73.3700,3.3575,1.5457,3.9451,1.4631,7.3867,8.7849,15074.64,75.6285,1331.66,20.7275,4.5481,1.6651,52.581,1.5501,40.168,17.6561
,18 May 16,1.1279,123.38,1.9558,27.022,7.4373,,4.3277,0.77485,316.05,,,4.3885,4.4990,9.3525,,1.1086,N/A,9.2785,7.4880,73.7809,3.3659,1.5521,3.9891,1.4637,7.3714,8.7575,15101.45,75.5460,1340.31,20.7883,4.5697,1.6666,52.624,1.5539,40.165,17.9156
,19 May 16,1.1197,123.17,1.9558,27.023,7.4366,,4.3208,0.76585,316.62,,,4.3928,4.5043,9.3709,,1.1089,N/A,9.3593,7.4890,74.5356,3.3527,1.5563,4.0146,1.4679,7.3318,8.6967,15245.16,75.5418,1333.50,20.6779,4.5808,1.6614,52.447,1.5450,39.973,17.7453
,20 May 16,1.1219,123.81,1.9558,27.025,7.4370,,4.3523,0.77008,316.78,,,4.4203,4.5058,9.3588,,1.1123,N/A,9.3355,7.4865,74.9139,3.3476,1.5519,3.9797,1.4704,7.3456,8.7141,15285.95,75.6975,1332.02,20.6541,4.5785,1.6578,52.477,1.5499,40.085,17.6669
,23 May 16,1.1215,122.70,1.9558,27.033,7.4371,,4.3459,0.77443,317.05,,,4.4367,4.5210,9.3440,,1.1105,N/A,9.3658,7.4890,75.2277,3.3495,1.5542,3.9832,1.4745,7.3507,8.7104,15232.77,75.7263,1329.78,20.6021,4.5816,1.6538,52.481,1.5478,39.993,17.5173
,24 May 16,1.1168,122.56,1.9558,27.025,7.4365,,4.3129,0.76513,316.00,,,4.4358,4.5083,9.3060,,1.1079,N/A,9.3355,7.4950,74.4262,3.3035,1.5597,3.9639,1.4684,7.3226,8.6743,15278.26,75.5780,1329.32,20.5852,4.5959,1.6604,52.267,1.5445,39.914,17.4501
,25 May 16,1.1146,122.79,1.9558,27.028,7.4369,,4.2949,0.75925,314.29,,,4.4205,4.5091,9.2651,,1.1049,N/A,9.2945,7.4968,73.2362,3.2884,1.5475,3.9681,1.4608,7.3136,8.6534,15203.70,75.1000,1317.16,20.5022,4.5711,1.6488,52.109,1.5372,39.768,17.4749
,26 May 16,1.1168,122.93,1.9558,27.023,7.4367,,4.2839,0.75970,314.39,,,4.4108,4.5070,9.2870,,1.1075,N/A,9.2470,7.4951,72.7420,3.2744,1.5481,4.0004,1.4443,7.3237,8.6730,15192.39,74.9155,1317.87,20.5139,4.5435,1.6591,52.131,1.5381,39.758,17.4165
,27 May 16,1.1168,122.46,1.9558,27.028,7.4367,,4.2938,0.76245,314.21,,,4.3912,4.5034,9.2673,,1.1068,N/A,9.2820,7.4905,73.7516,3.2928,1.5483,4.0310,1.4560,7.3281,8.6735,15157.25,74.8670,1316.98,20.6611,4.5554,1.6586,52.096,1.5360,39.851,17.4504
,30 May 16,1.1139,123.85,1.9558,27.021,7.4369,,4.2847,0.76125,313.81,,,4.3940,4.5033,9.2830,,1.1058,N/A,9.3025,7.4848,73.3946,3.2932,1.5504,4.0148,1.4524,7.3314,8.6537,15199.17,74.7865,1326.59,20.5769,4.5865,1.6624,52.053,1.5384,39.800,17.5673
,31 May 16,1.1154,123.83,1.9558,27.022,7.4376,,4.2961,0.76185,314.11,,,4.3865,4.5108,9.2910,,1.1044,N/A,9.3200,7.4895,73.5300,3.2927,1.5366,3.9850,1.4530,7.3363,8.6640,15180.41,74.9510,1326.11,20.5185,4.5940,1.6516,52.149,1.5367,39.775,17.5863
,1 Jun 16,1.1174,122.07,1.9558,27.027,7.4385,,4.3042,0.77358,314.11,,,4.3978,4.5178,9.2796,,1.1055,N/A,9.3083,7.5118,74.7806,3.2938,1.5370,4.0211,1.4586,7.3498,8.6818,15273.74,75.3780,1331.53,20.6531,4.6409,1.6373,52.110,1.5375,39.846,17.5384
,2 Jun 16,1.1188,121.96,1.9558,27.029,7.4383,,4.3105,0.77335,313.02,,,4.3903,4.5200,9.2945,,1.1062,N/A,9.3360,7.4975,75.0420,3.2973,1.5516,4.0235,1.4662,7.3639,8.6932,15268.82,75.2970,1329.35,20.7779,4.6495,1.6474,52.107,1.5399,39.829,17.4454
,3 Jun 16,1.1154,121.47,1.9558,27.025,7.4382,,4.3239,0.77285,312.44,,,4.3861,4.5188,9.2605,,1.1050,N/A,9.2853,7.4958,74.9088,3.2902,1.5397,3.9973,1.4594,7.3468,8.6683,15146.02,75.0110,1322.41,20.8803,4.6261,1.6287,51.821,1.5351,39.719,17.3778
,6 Jun 16,1.1349,121.58,1.9558,27.023,7.4377,,4.3502,0.78720,311.45,,,4.3776,4.5192,9.2460,,1.1051,N/A,9.2935,7.5075,74.1968,3.3014,1.5417,3.9934,1.4665,7.4520,8.8154,15162.26,75.9995,1323.00,21.0626,4.6472,1.6378,52.398,1.5424,40.028,17.0065
,7 Jun 16,1.1348,122.16,1.9558,27.021,7.4364,,4.3356,0.77880,310.48,,,4.3486,4.5073,9.2238,,1.0979,N/A,9.2225,7.5128,73.7121,3.2897,1.5260,3.9788,1.4505,7.4579,8.8145,15032.70,75.7405,1311.68,21.0712,4.6050,1.6320,52.229,1.5362,39.990,16.8695
,8 Jun 16,1.1378,121.77,1.9558,27.021,7.4364,,4.3531,0.78048,310.09,,,4.3228,4.5064,9.2283,,1.0942,N/A,9.2055,7.5285,72.5458,3.2799,1.5228,3.8786,1.4430,7.4727,8.8338,15025.79,75.7210,1311.38,20.6820,4.5811,1.6226,52.223,1.5337,39.994,16.7612
,9 Jun 16,1.1343,120.72,1.9558,27.021,7.4362,,4.3610,0.78438,311.44,,,4.3321,4.5095,9.2433,,1.0916,N/A,9.2489,7.5360,72.8220,3.2850,1.5250,3.8378,1.4459,7.4405,8.8047,15073.44,75.6925,1316.56,20.6766,4.5911,1.5936,52.188,1.5336,39.950,16.8160
,10 Jun 16,1.1304,120.79,1.9558,27.026,7.4356,,4.3532,0.78480,311.39,,,4.3591,4.5148,9.3233,,1.0885,N/A,9.2725,7.5390,73.1420,3.2994,1.5274,3.8662,1.4410,7.4143,8.7738,15029.37,75.5200,1316.14,20.8033,4.5985,1.5950,51.978,1.5307,39.790,17.0584
,13 Jun 16,1.1268,119.51,1.9558,27.035,7.4356,,4.3609,0.79515,312.37,,,4.3884,4.5178,9.3265,,1.0888,N/A,9.3265,7.5305,74.0264,3.2939,1.5228,3.8760,1.4390,7.4212,8.7470,15011.14,75.6125,1322.63,21.0672,4.6108,1.5949,52.002,1.5272,39.669,17.1000
,14 Jun 16,1.1225,118.98,1.9558,27.048,7.4358,,4.3405,0.79478,313.96,,,4.4332,4.5235,9.3184,,1.0832,N/A,9.3655,7.5235,74.3488,3.2886,1.5277,3.9273,1.4449,7.4015,8.7113,14992.00,75.5550,1324.26,21.3172,4.6086,1.6022,51.986,1.5229,39.595,17.2368
,15 Jun 16,1.1230,119.29,1.9558,27.073,7.4356,,4.3531,0.79158,313.86,,,4.4119,4.5358,9.3540,,1.0817,N/A,9.3415,7.5278,73.7390,3.2905,1.5188,3.8945,1.4438,7.3905,8.7162,15010.63,75.3670,1316.08,21.1993,4.6054,1.5974,52.032,1.5215,39.602,17.1016
,16 Jun 16,1.1174,116.65,1.9558,27.067,7.4355,,4.3228,0.79033,315.15,,,4.4490,4.5390,9.3915,,1.0812,N/A,9.3798,7.5240,73.5915,3.2804,1.5212,3.8943,1.4530,7.3593,8.6715,14970.82,75.2010,1315.79,21.1845,4.5885,1.5899,51.899,1.5116,39.455,17.2240
,17 Jun 16,1.1254,117.34,1.9558,27.069,7.4362,,4.3572,0.78770,314.26,,,4.4463,4.5355,9.3815,,1.0818,N/A,9.4310,7.5210,73.2867,3.2988,1.5234,3.8942,1.4519,7.4171,8.7338,14996.53,75.4975,1318.22,21.2471,4.6153,1.5959,52.258,1.5187,39.704,17.1218
,20 Jun 16,1.1332,118.57,1.9558,27.063,7.4359,,4.3632,0.77375,312.92,,,4.3925,4.5393,9.3338,,1.0884,N/A,9.3575,7.5180,72.4231,3.2821,1.5188,3.8286,1.4520,7.4562,8.7936,15024.25,76.3280,1312.29,21.0894,4.5942,1.5936,52.434,1.5225,39.877,16.7941
,21 Jun 16,1.1314,118.39,1.9558,27.064,7.4358,,4.3667,0.76755,314.08,,,4.3991,4.5408,9.3240,,1.0850,N/A,9.3718,7.5185,72.7638,3.2791,1.5073,3.8100,1.4451,7.4466,8.7778,15005.19,76.4493,1304.05,21.0037,4.5563,1.5804,52.379,1.5169,39.837,16.6044
,22 Jun 16,1.1283,118.01,1.9558,27.071,7.4384,,4.3471,0.76793,314.42,,,4.3785,4.5260,9.3468,,1.0830,N/A,9.3555,7.5200,72.2660,3.2750,1.5033,3.8357,1.4399,7.4227,8.7524,14988.34,76.1553,1297.62,21.0048,4.5430,1.5732,52.434,1.5112,39.716,16.5770
,23 Jun 16,1.1389,120.38,1.9558,27.062,7.4396,,4.3552,0.76595,314.28,,,4.3571,4.5114,9.3030,,1.0876,N/A,9.2993,7.5210,72.9548,3.2692,1.5060,3.8172,1.4517,7.4935,8.8351,14961.77,76.6510,1304.47,20.8305,4.5469,1.5763,52.879,1.5252,40.101,16.4651
,24 Jun 16,1.1066,113.23,1.9558,27.103,7.4371,,4.3113,0.80750,317.90,,,4.4550,4.5345,9.4610,,1.0808,N/A,9.4200,7.5250,72.6282,3.2457,1.4910,3.8063,1.4392,7.3301,8.5887,14837.95,75.2540,1296.89,20.8811,4.5511,1.5613,51.947,1.4973,39.085,16.7318
,27 Jun 16,1.0998,111.80,1.9558,27.151,7.4370,,4.2873,0.83400,318.35,,,4.4619,4.5160,9.4050,,1.0736,N/A,9.4045,7.5195,71.7922,3.2386,1.4857,3.7430,1.4350,7.3108,8.5325,14733.50,74.7365,1302.91,20.9644,4.5147,1.5569,51.984,1.4955,38.839,16.8551
,28 Jun 16,1.1073,113.40,1.9558,27.108,7.4386,,4.2972,0.82720,317.67,,,4.4413,4.5247,9.4425,,1.0845,N/A,9.3785,7.5150,71.6883,3.2201,1.4984,3.7183,1.4438,7.3606,8.5925,14595.53,75.2070,1294.19,20.9827,4.5077,1.5671,52.150,1.5006,39.062,16.8831
,29 Jun 16,1.1090,113.85,1.9558,27.114,7.4376,,4.2793,0.82550,316.95,,,4.4261,4.5253,9.4311,,1.0854,N/A,9.3065,7.5273,71.0452,3.2157,1.4911,3.6216,1.4407,7.3680,8.6041,14577.25,74.9693,1283.15,20.7331,4.4594,1.5565,52.106,1.4951,39.028,16.6016
,30 Jun 16,1.1102,114.05,1.9558,27.131,7.4393,,4.2761,0.82650,317.06,,,4.4362,4.5234,9.4242,,1.0867,N/A,9.3008,7.5281,71.5200,3.2060,1.4929,3.5898,1.4384,7.3755,8.6135,14601.70,74.9603,1278.48,20.6347,4.4301,1.5616,52.241,1.4957,39.007,16.4461
,1 Jul 16,1.1135,114.29,1.9558,27.093,7.4380,,4.2795,0.83830,316.52,,,4.3966,4.5157,9.3900,,1.0835,N/A,9.2975,7.5235,71.3087,3.2077,1.4884,3.5837,1.4390,7.4111,8.6393,14597.99,74.9698,1275.76,20.1814,4.4376,1.5508,52.334,1.4959,39.033,16.2287
,4 Jul 16,1.1138,114.29,1.9558,27.095,7.4410,,4.2916,0.83905,316.93,,,4.4304,4.5133,9.3910,,1.0839,N/A,9.2538,7.5180,71.0115,3.2284,1.4792,3.6131,1.4328,7.4229,8.6418,14586.69,74.9065,1278.83,20.4241,4.4459,1.5452,52.176,1.4989,39.028,16.1416
,5 Jul 16,1.1146,113.50,1.9558,27.071,7.4399,,4.3121,0.84997,316.33,,,4.4457,4.5185,9.4329,,1.0837,N/A,9.3197,7.5025,71.6075,3.2550,1.4902,3.6655,1.4418,7.4379,8.6474,14633.23,75.2034,1289.88,20.8069,4.4897,1.5522,52.386,1.5040,39.163,16.4420
,6 Jul 16,1.1069,111.48,1.9558,27.078,7.4411,,4.3114,0.85300,316.60,,,4.4562,4.5185,9.4671,,1.0821,N/A,9.3517,7.4904,71.6165,3.2628,1.4812,3.6787,1.4419,7.4018,8.5885,14617.72,74.6283,1289.10,20.9024,4.4828,1.5556,52.153,1.4969,38.952,16.4815
